,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,superBERT,enga,cvs
1253,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-10-04 19:12:15+00:00,Tomorrow @ 1:00 PM ET - @HouseForeign will host a virtual hearing entitled “Afghanistan 2001- 2021: Evaluating the Withdrawal and U.S. Policies – Part 2.” https://t.co/plOsAjviw2,1,6,8,0,houseforeign,Twitter,https://twitter.com/HouseForeign/status/1445104499065032722,https://pbs.twimg.com/media/FA4BGQjX0Asox-f?format=jpg&name=small,[],tomorrow pm et host virtual hearing entitled afghanistan evaluating withdrawal us policies part,"['tomorrow', 'pm', 'et', 'host', 'virtual', 'hearing', 'entitled', 'afghanistan', 'evaluating', 'withdrawal', 'us', 'policies', 'part']",8,15,False
1254,House Committee on the Judiciary,House,N/A,N/A,N/A,2021-10-04 19:10:33+00:00,"#ICYMI: @HouseJudiciary approved the MORE Act last week during its markup. This historic legislation would legalize marijuana at the federal level and would address the needs of communities that have been seriously impacted by the War on Drugs. #WeWantMORE
rollcall.com/2021/09/30/hou…",8,44,104,2,housejudiciary,Twitter,https://twitter.com/HouseJudiciary/status/1445104068423262217,,['https://www.rollcall.com/2021/09/30/house-committee-advances-bill-to-legalize-marijuana/'],icymi approved act last week markup historic legislation would legalize marijuana federal level would address needs communities seriously impacted war drugs wewantmorerollcallcom20210930hou,"['icymi', 'approved', 'act', 'last', 'week', 'markup', 'historic', 'legislation', 'would', 'legalize', 'marijuana', 'federal', 'level', 'would', 'address', 'needs', 'communities', 'seriously', 'impacted', 'war', 'drugs', 'wewantmorerollcallcom20210930hou']",17,158,False
1255,House Committee on Natural Resources,House,N/A,N/A,N/A,2021-10-04 19:07:22+00:00,"Smoke from the West's catastrophic wildfires has negatively impacted the air quality in locations nearly 3,000 miles away. To put that into perspective, that's greater than the distance across the ENTIRE continental United States. https://t.co/UDGGm5Spap",2,2,2,1,natresources,Twitter,https://twitter.com/NatResources/status/1445103269450235908,https://pbs.twimg.com/media/FA4ItSOWEAg8uKa?format=jpg&name=small,[],smoke wests catastrophic wildfires negatively impacted air quality locations nearly miles away put perspective thats greater distance across entire continental united states,"['smoke', 'wests', 'catastrophic', 'wildfires', 'negatively', 'impacted', 'air', 'quality', 'locations', 'nearly', 'miles', 'away', 'put', 'perspective', 'thats', 'greater', 'distance', 'across', 'entire', 'continental', 'united', 'states']",16,7,False
1256,House Committee on the Budget,House,N/A,N/A,N/A,2021-10-04 19:02:43+00:00,"In case you missed it: Yesterday, Chairman @RepJohnYarmuth joined @MSNBC to discuss how the #BuildBackBetter Act's forward-looking agenda will deliver critical, life-changing investments for the American people. https://t.co/qKVwUq7VFx",2,6,7,0,housebudgetdems,Twitter,https://twitter.com/HouseBudgetDems/status/1445102097851162631,https://pbs.twimg.com/media/FA4IhobWQAcwhlZ.jpg,[],case missed yesterday chairman joined discuss buildbackbetter acts forwardlooking agenda deliver critical lifechanging investments american people,"['case', 'missed', 'yesterday', 'chairman', 'joined', 'discuss', 'buildbackbetter', 'acts', 'forwardlooking', 'agenda', 'deliver', 'critical', 'lifechanging', 'investments', 'american', 'people']",-1,15,False
1257,Senate Committee on Energy and Natural Resources,Senate,N/A,N/A,N/A,2021-10-04 19:00:00+00:00,"TOMORROW: At 10am, Chairman @Sen_JoeManchin and @EnergyDems will convene to examine and consider updates to the Mining Law of 1872.

Be sure to tune in!

For More Info -&gt; energy.senate.gov/hearings/2021/… https://t.co/1Smqnk6P6s",2,0,0,0,energydems,Twitter,https://twitter.com/EnergyDems/status/1445101414489804802,https://pbs.twimg.com/media/FA342sIWYBAUamR?format=png&name=small,['https://www.energy.senate.gov/hearings/2021/10/full-committee-to-examine-and-consider-updates-to-the-mining-law-of-1872'],tomorrow 10am chairman joemanchin convene examine consider updates mining law 1872be sure tune infor info gt energysenategovhearings2021,"['tomorrow', '10am', 'chairman', 'joemanchin', 'convene', 'examine', 'consider', 'updates', 'mining', 'law', '1872be', 'sure', 'tune', 'infor', 'info', 'gt', 'energysenategovhearings2021']",-1,2,False
1258,"Senate Committee on Banking, Housing, and Urban Affairs",Senate,N/A,N/A,N/A,2021-10-04 18:51:43+00:00,"Billionaires, oligarchs, kleptocrats, and other bad actors are going to extraordinary lengths to hide their wealth, evade taxes, and launder dirty money.

Chair @SenSherrodBrown is fighting to end these shady practices and bring transparency to our financial system. twitter.com/washingtonpost… https://t.co/UuUU97Ut85",12,85,294,2,senatebanking,Twitter,https://twitter.com/SenateBanking/status/1445099327978885121,https://pbs.twimg.com/media/FA4F0NqXoAca2E-?format=jpg&name=small,['https://twitter.com/washingtonpost/status/1444702774797684746'],billionaires oligarchs kleptocrats bad actors going extraordinary lengths hide wealth evade taxes launder dirty moneychair fighting end shady practices bring transparency financial system twittercomwashingtonpost,"['billionaires', 'oligarchs', 'kleptocrats', 'bad', 'actors', 'going', 'extraordinary', 'lengths', 'hide', 'wealth', 'evade', 'taxes', 'launder', 'dirty', 'moneychair', 'fighting', 'end', 'shady', 'practices', 'bring', 'transparency', 'financial', 'system', 'twittercomwashingtonpost']",0,393,False
1259,House Committee on the Judiciary,House,N/A,N/A,N/A,2021-10-04 18:46:33+00:00,cc: @KamalaHarris twitter.com/Jim_Jordan/sta…,101,376,2371,8,judiciarygop,Twitter,https://twitter.com/JudiciaryGOP/status/1445098031301398530,,['https://twitter.com/Jim_Jordan/status/1445097569818972165'],cc twittercomjimjordansta,"['cc', 'twittercomjimjordansta']",2,2856,False
1260,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-10-04 18:41:37+00:00,"LR @RepMcCaul ""US hostage in Iran Baquer Namazi needs urgent surgery. Iran must let him leave immediately to save his life."" @Freethenamazis apnews.com/article/united…",1,1,0,0,houseforeigngop,Twitter,https://twitter.com/HouseForeignGOP/status/1445096787946180612,,['https://apnews.com/article/united-nations-middle-east-iran-health-b47073de30bf824fc546d78f14214ff1'],lr us hostage iran baquer namazi needs urgent surgery iran must let leave immediately save life apnewscomarticleunited,"['lr', 'us', 'hostage', 'iran', 'baquer', 'namazi', 'needs', 'urgent', 'surgery', 'iran', 'must', 'let', 'leave', 'immediately', 'save', 'life', 'apnewscomarticleunited']",8,2,False
1261,House Committee on Ways and Means,House,N/A,N/A,N/A,2021-10-04 18:35:00+00:00,"As part of the #BuildBackBetter Act, our Committee advanced measures to protect seniors against elder abuse, neglect, and exploitation.

Watch Chairman @RepRichardNeal talk about the critical ways this legislation will support seniors. https://t.co/cgz6zqNMju",1,7,21,0,waysmeanscmte,Twitter,https://twitter.com/WaysMeansCmte/status/1445095121775591425,https://pbs.twimg.com/ext_tw_video_thumb/1444789085072146437/pu/img/q1hklBc9yOn47a1r.jpg,[],part buildbackbetter act committee advanced measures protect seniors elder abuse neglect exploitationwatch chairman talk critical ways legislation support seniors,"['part', 'buildbackbetter', 'act', 'committee', 'advanced', 'measures', 'protect', 'seniors', 'elder', 'abuse', 'neglect', 'exploitationwatch', 'chairman', 'talk', 'critical', 'ways', 'legislation', 'support', 'seniors']",-1,29,False
1262,House Committee on Homeland Security,House,N/A,N/A,N/A,2021-10-04 18:33:33+00:00,We need to work together to tackle this pandemic and focus on what we can do today to #StopTheSpread. twitter.com/FaceTheNation/…,1,1,4,0,homelanddems,Twitter,https://twitter.com/HomelandDems/status/1445094759501115396,,['https://twitter.com/FaceTheNation/status/1445025983803838481'],need work together tackle pandemic focus today stopthespread twittercomfacethenation,"['need', 'work', 'together', 'tackle', 'pandemic', 'focus', 'today', 'stopthespread', 'twittercomfacethenation']",2,6,False
1263,House Committee on Oversight and Reform,House,N/A,N/A,N/A,2021-10-04 18:33:26+00:00,"The 712,000 residents of DC deserve a full voice in Congress.  Anything else is an affront to our nation’s democratic principles.

Today’s SCOTUS decision is deeply disappointing.
cnn.com/2021/10/04/pol…",8,55,161,5,oversightdems,Twitter,https://twitter.com/OversightDems/status/1445094729570471943,,['https://www.cnn.com/2021/10/04/politics/supreme-court-dc-residents-congress/index.html'],residents dc deserve full voice congress anything else affront nations democratic principlestodays scotus decision deeply disappointingcnncom20211004pol,"['residents', 'dc', 'deserve', 'full', 'voice', 'congress', 'anything', 'else', 'affront', 'nations', 'democratic', 'principlestodays', 'scotus', 'decision', 'deeply', 'disappointingcnncom20211004pol']",20,229,False
1264,House Committee on Financial Services,House,N/A,N/A,N/A,2021-10-04 18:32:25+00:00,"Republican Leader @PatrickMcHenry called on @USCBO to examine the real cost of Committee Democrats' provisions in their reckless tax-and-spending spree.
 
Read the letter: …publicans-financialservices.house.gov/news/documents…",0,1,0,0,financialcmte,Twitter,https://twitter.com/FinancialCmte/status/1445094471964794898,,['https://republicans-financialservices.house.gov/news/documentsingle.aspx?DocumentID=408149'],republican leader called examine real cost committee democrats provisions reckless taxandspending spree read letter publicansfinancialserviceshousegovnewsdocuments,"['republican', 'leader', 'called', 'examine', 'real', 'cost', 'committee', 'democrats', 'provisions', 'reckless', 'taxandspending', 'spree', 'read', 'letter', 'publicansfinancialserviceshousegovnewsdocuments']",0,1,False
1265,House Committee on Education and Labor,House,N/A,N/A,N/A,2021-10-04 18:20:53+00:00,"🚨 @VirginiaFoxx &amp; @RepClayHiggins ask @USGAO to ensure Buy American requirements for school meals are being followed.

“This requirement is in place to safeguard the health and well-being of our nation’s children and to support the U.S. economy.”

Read 👇
republicans-edlabor.house.gov/news/documents…",2,3,3,0,edlaborgop,Twitter,https://twitter.com/EdLaborGOP/status/1445091572291448837,,['https://republicans-edlabor.house.gov/news/documentsingle.aspx?DocumentID=407758'],ask ensure buy american requirements school meals followedthis requirement place safeguard health wellbeing nations children support us economyread republicansedlaborhousegovnewsdocuments,"['ask', 'ensure', 'buy', 'american', 'requirements', 'school', 'meals', 'followedthis', 'requirement', 'place', 'safeguard', 'health', 'wellbeing', 'nations', 'children', 'support', 'us', 'economyread', 'republicansedlaborhousegovnewsdocuments']",-1,8,False
1266,House Committee on Foreign Affairs,House,N/A,N/A,N/A,2021-10-04 18:09:54+00:00,"CM @RepGregoryMeeks: This kind of aggression threatens peace and stability in the Taiwan Strait. 

China’s intimidation tactics will only redouble our commitment to stand up for our democratic friend, Taiwan. news.yahoo.com/china-flies-re…",9,49,83,2,houseforeign,Twitter,https://twitter.com/HouseForeign/status/1445088806810566671,,['https://news.yahoo.com/china-flies-record-52-planes-131121541.html'],cm kind aggression threatens peace stability taiwan strait chinas intimidation tactics redouble commitment stand democratic friend taiwan newsyahoocomchinafliesre,"['cm', 'kind', 'aggression', 'threatens', 'peace', 'stability', 'taiwan', 'strait', 'chinas', 'intimidation', 'tactics', 'redouble', 'commitment', 'stand', 'democratic', 'friend', 'taiwan', 'newsyahoocomchinafliesre']",9,143,False
1267,House Committee on Veterans' Affairs,House,N/A,N/A,N/A,2021-10-04 17:26:37+00:00,"Currently, any veteran experiencing suicidal thoughts can contact the Veterans Crisis Line 24/7, 365 days a year by:

📞 Calling 1-800-273-8255 &amp; press 1 

💻 Visiting VeteransCrisisLine.net/Chat 

📱 Texting 838255",0,0,0,0,vetaffairsdems,Twitter,https://twitter.com/VetAffairsDems/status/1445077912638590991,,['http://VeteransCrisisLine.net/Chat'],currently veteran experiencing suicidal thoughts contact veterans crisis line days year calling press visiting veteranscrisislinenetchat texting,"['currently', 'veteran', 'experiencing', 'suicidal', 'thoughts', 'contact', 'veterans', 'crisis', 'line', 'days', 'year', 'calling', 'press', 'visiting', 'veteranscrisislinenetchat', 'texting']",6,0,False
1268,House Committee on Veterans' Affairs,House,N/A,N/A,N/A,2021-10-04 17:26:36+00:00,"The Veterans Crisis Line offers free, confidential support to veterans experiencing a #MentalHealth crisis. 

@RepDelgado’s REACH for Veterans Act would strengthen the VCL and facilitate its transition to 9-8-8, making it accessible to more of the veteran community. twitter.com/repdelgado/sta…",2,1,1,0,vetaffairsdems,Twitter,https://twitter.com/VetAffairsDems/status/1445077910298234887,,['https://twitter.com/repdelgado/status/1431278569020399626'],veterans crisis line offers free confidential support veterans experiencing mentalhealth crisis reach veterans act would strengthen vcl facilitate transition making accessible veteran community twittercomrepdelgadosta,"['veterans', 'crisis', 'line', 'offers', 'free', 'confidential', 'support', 'veterans', 'experiencing', 'mentalhealth', 'crisis', 'reach', 'veterans', 'act', 'would', 'strengthen', 'vcl', 'facilitate', 'transition', 'making', 'accessible', 'veteran', 'community', 'twittercomrepdelgadosta']",6,4,False
1269,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 17:20:16+00:00,"H.R. 4350 also doubles down on investments in the people who form the backbone of America’s national security.

Learn more about how the #FY22NDAA would deliver major quality-of-life improvements for military families across the United States: twitter.com/HASCDemocrats/…",0,0,1,1,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445076317477773317,,['https://twitter.com/HASCDemocrats/status/1442551421988229123?s=20'],hr also doubles investments people form backbone americas national securitylearn fy22ndaa would deliver major qualityoflife improvements military families across united states twittercomhascdemocrats,"['hr', 'also', 'doubles', 'investments', 'people', 'form', 'backbone', 'americas', 'national', 'securitylearn', 'fy22ndaa', 'would', 'deliver', 'major', 'qualityoflife', 'improvements', 'military', 'families', 'across', 'united', 'states', 'twittercomhascdemocrats']",-1,2,False
1270,House Committee on House Administration,House,N/A,N/A,N/A,2021-10-04 17:09:34+00:00,"Ranking Member @RodneyDavis Launches Whistleblower Webpage to Give Officers, Security Personnel Confidential Outlet to Report Issues ➡️ republicans-cha.house.gov/media/press-re… https://t.co/QO8ZSIxVI9",4,3,3,1,houseadmngop,Twitter,https://twitter.com/HouseAdmnGOP/status/1445073621282603011,https://pbs.twimg.com/media/FA3uy7sWQAQO29D?format=jpg&name=small,['https://republicans-cha.house.gov/media/press-releases/davis-launches-whistleblower-webpage-give-officers-security-personnel'],ranking member launches whistleblower webpage give officers security personnelconfidential outlet report issues republicanschahousegovmediapressre,"['ranking', 'member', 'launches', 'whistleblower', 'webpage', 'give', 'officers', 'security', 'personnelconfidential', 'outlet', 'report', 'issues', 'republicanschahousegovmediapressre']",4,11,False
1271,Senate Committee on Energy and Natural Resources,Senate,N/A,N/A,N/A,2021-10-04 16:44:51+00:00,"It's a busy week on the Energy &amp; Natural Resources Committee, we've got:

-Hearing to examine and consider updates to the Mining Law of 1872

-National Parks Subcommittee Hearing

-Water &amp; Power Subcommittee Hearing

Be sure to tune in!

For more info: energy.senate.gov/hearings-post https://t.co/B6duMAKQsc",1,0,1,0,energydems,Twitter,https://twitter.com/EnergyDems/status/1445067404158058513,https://pbs.twimg.com/tweet_video_thumb/FA3ooX9X0BUzMKX.jpg,['https://energy.senate.gov/hearings-post'],busy week energy natural resources committee weve gothearing examine consider updates mining law 1872national parks subcommittee hearingwater power subcommittee hearingbe sure tune infor info energysenategovhearingspost,"['busy', 'week', 'energy', 'natural', 'resources', 'committee', 'weve', 'gothearing', 'examine', 'consider', 'updates', 'mining', 'law', '1872national', 'parks', 'subcommittee', 'hearingwater', 'power', 'subcommittee', 'hearingbe', 'sure', 'tune', 'infor', 'info', 'energysenategovhearingspost']",-1,2,False
1272,Senate Committee on Foreign Relations,Senate,N/A,N/A,N/A,2021-10-04 16:38:51+00:00,This is a positive step and a welcome sign of judicial independence in #Lebanon. Judge Bitar must be allowed to continue his important work on behalf of the people of #Lebanon in seeking accountability for the #BeirutBlast. foreign.senate.gov/press/chair/re… twitter.com/msn/status/144…,1,2,6,0,sfrcdems,Twitter,https://twitter.com/SFRCdems/status/1445065891549532160,,"['https://www.foreign.senate.gov/press/chair/release/menendez-risch-statement-following-reports-of-suspended-investigation-into-port-of-beirut-blast', 'https://twitter.com/msn/status/1444981225387483137']",positive step welcome sign judicial independence lebanon judge bitar must allowed continue important work behalf people lebanon seeking accountability beirutblast foreignsenategovpresschairre twittercommsnstatus144,"['positive', 'step', 'welcome', 'sign', 'judicial', 'independence', 'lebanon', 'judge', 'bitar', 'must', 'allowed', 'continue', 'important', 'work', 'behalf', 'people', 'lebanon', 'seeking', 'accountability', 'beirutblast', 'foreignsenategovpresschairre', 'twittercommsnstatus144']",8,9,False
1273,House Committee on Financial Services,House,N/A,N/A,N/A,2021-10-04 16:31:45+00:00,"Republican Leader @PatrickMcHenry and Subcommittee Republican Leader @RepTomEmmer introduced H.R. 5458, the SEED Act.

This critical legislation will help small businesses and entrepreneurs access capital through micro-offerings.

Read more: …publicans-financialservices.house.gov/news/documents…",6,3,7,0,financialcmte,Twitter,https://twitter.com/FinancialCmte/status/1445064107804307471,,['https://republicans-financialservices.house.gov/news/documentsingle.aspx?DocumentID=408147'],republican leader subcommittee republican leader introduced hr seed actthis critical legislation help small businesses entrepreneurs access capital microofferingsread publicansfinancialserviceshousegovnewsdocuments,"['republican', 'leader', 'subcommittee', 'republican', 'leader', 'introduced', 'hr', 'seed', 'actthis', 'critical', 'legislation', 'help', 'small', 'businesses', 'entrepreneurs', 'access', 'capital', 'microofferingsread', 'publicansfinancialserviceshousegovnewsdocuments']",-1,16,False
1274,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:37+00:00,"Here’s the bottom line: America must meet today’s defense challenges and prepare for tomorrow’s threats.

That means investing in the people and technological possibilities that will keep America at the leading edge. https://t.co/bouPJhNuJ7",1,0,3,0,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063569746370583,https://pbs.twimg.com/media/FA3lW2sXIAswRVv?format=jpg&name=small,[],heres bottom line america must meet todays defense challenges prepare tomorrows threatsthat means investing people technological possibilities keep america leading edge,"['heres', 'bottom', 'line', 'america', 'must', 'meet', 'todays', 'defense', 'challenges', 'prepare', 'tomorrows', 'threatsthat', 'means', 'investing', 'people', 'technological', 'possibilities', 'keep', 'america', 'leading', 'edge']",-1,4,False
1275,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:36+00:00,"6⃣ Because supply chain security plays such a key role in protecting U.S. national security, H.R. 4350 also includes a range of provisions designed to strengthen America’s defense supply chains. https://t.co/9BvfR9wFJN",1,0,3,0,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063564096679943,https://pbs.twimg.com/media/FA3lInPWQAcyYhN?format=jpg&name=small,[],supply chain security plays key role protecting us national security hr also includes range provisions designed strengthen americas defense supply chains,"['supply', 'chain', 'security', 'plays', 'key', 'role', 'protecting', 'us', 'national', 'security', 'hr', 'also', 'includes', 'range', 'provisions', 'designed', 'strengthen', 'americas', 'defense', 'supply', 'chains']",23,4,False
1276,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:35+00:00,5⃣ Defense innovation also requires preparing for the disruptive effects of global climate change — that’s why the #FY22NDAA requires the @DeptofDefense to incorporate extreme-weather risks into a range of key DoD strategies and plans.,1,0,1,0,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063559231180830,,[],defense innovation also requires preparing disruptive effects global climate change thats fy22ndaa requires incorporate extremeweather risks range key dod strategies plans,"['defense', 'innovation', 'also', 'requires', 'preparing', 'disruptive', 'effects', 'global', 'climate', 'change', 'thats', 'fy22ndaa', 'requires', 'incorporate', 'extremeweather', 'risks', 'range', 'key', 'dod', 'strategies', 'plans']",16,2,False
1277,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:34+00:00,"4⃣ The #FY22NDAA also reflects the vital role of American leadership and investment when it comes to emerging artificial intelligence (AI) technologies, authorizing over $1 billion in key initiatives recommended by the @AiCommission.",1,0,2,0,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063557465452553,,[],fy22ndaa also reflects vital role american leadership investment comes emerging artificial intelligence ai technologies authorizing billion key initiatives recommended,"['fy22ndaa', 'also', 'reflects', 'vital', 'role', 'american', 'leadership', 'investment', 'comes', 'emerging', 'artificial', 'intelligence', 'ai', 'technologies', 'authorizing', 'billion', 'key', 'initiatives', 'recommended']",23,3,False
1278,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:34+00:00,"3⃣ The House’s version of the #FY22NDAA also places America’s cybersecurity needs front and center.

That’s why H.R. 4350 would authorize nearly $1 billion in new investments toward the people, programs, and technologies that secure America in cyberspace.",1,0,2,1,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063555854782477,,[],houses version fy22ndaa also places americas cybersecurity needs front centerthats hr would authorize nearly billion new investments toward people programs technologies secure america cyberspace,"['houses', 'version', 'fy22ndaa', 'also', 'places', 'americas', 'cybersecurity', 'needs', 'front', 'centerthats', 'hr', 'would', 'authorize', 'nearly', 'billion', 'new', 'investments', 'toward', 'people', 'programs', 'technologies', 'secure', 'america', 'cyberspace']",23,4,False
1279,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:33+00:00,"2⃣ H.R. 4350 would also authorize the @SecDef to expand @DIU_x’s efforts at engagement and collaboration in communities that do not otherwise have a DIU presence — including in economically disadvantaged communities.

Whole-of-nation innovation strengthens our national security.",1,0,1,1,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063553489178636,,[],hr would also authorize expand xs efforts engagement collaboration communities otherwise diu presence including economically disadvantaged communitieswholeofnation innovation strengthens national security,"['hr', 'would', 'also', 'authorize', 'expand', 'xs', 'efforts', 'engagement', 'collaboration', 'communities', 'otherwise', 'diu', 'presence', 'including', 'economically', 'disadvantaged', 'communitieswholeofnation', 'innovation', 'strengthens', 'national', 'security']",-1,3,False
1280,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:33+00:00,"1⃣ The House version of the #FY22NDAA features a historic 32% increase in defense-wide R&amp;D spending.

Significant increases for basic and applied research, academic partnerships, and HBCU activities will keep America at the leading technological edge.",1,0,1,0,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063551140474882,,[],house version fy22ndaa features historic increase defensewide rampd spendingsignificant increases basic applied research academic partnerships hbcu activities keep america leading technological edge,"['house', 'version', 'fy22ndaa', 'features', 'historic', 'increase', 'defensewide', 'rampd', 'spendingsignificant', 'increases', 'basic', 'applied', 'research', 'academic', 'partnerships', 'hbcu', 'activities', 'keep', 'america', 'leading', 'technological', 'edge']",23,2,False
1281,House Committee on Armed Services,House,N/A,N/A,N/A,2021-10-04 16:29:32+00:00,"THREAD: America’s innovative technological base and vibrant economy play key roles in strengthening U.S. national security.

🧵 Learn more about how the #FY22NDAA would invest in these critical sources of our national power: https://t.co/5cPMcWGXnU",3,4,5,0,hascdemocrats,Twitter,https://twitter.com/HASCDemocrats/status/1445063548678377488,https://pbs.twimg.com/media/FA3kUFlXMAsgaNS?format=jpg&name=small,[],thread americas innovative technological base vibrant economy play key roles strengthening us national security learn fy22ndaa would invest critical sources national power,"['thread', 'americas', 'innovative', 'technological', 'base', 'vibrant', 'economy', 'play', 'key', 'roles', 'strengthening', 'us', 'national', 'security', 'learn', 'fy22ndaa', 'would', 'invest', 'critical', 'sources', 'national', 'power']",23,12,False
1282,House Committee on House Administration,House,N/A,N/A,N/A,2021-10-04 16:18:59+00:00,.@RepAshleyHinson and RM @RodneyDavis get a firsthand look at the ‘vault’ and Benton County’s election process. #FaithinElections #IA01 https://t.co/FwdyjQ2T2v,6,3,7,0,houseadmngop,Twitter,https://twitter.com/HouseAdmnGOP/status/1445060894870982664,https://pbs.twimg.com/media/FA3jOPKWYAcBohx?format=jpg&name=small,[],rm get firsthand look vault benton countys election process faithinelections ia01,"['rm', 'get', 'firsthand', 'look', 'vault', 'benton', 'countys', 'election', 'process', 'faithinelections', 'ia01']",20,16,False
1283,"House Committee on Science, Space, and Technology",House,N/A,N/A,N/A,2021-10-04 16:15:14+00:00,"STAY TUNED tomorrow for a JOINT Investigations &amp; Oversight, Research &amp; Technology Subcommittees hearing on balancing #researchsecurity with open science in the American research enterprise.

10am🔗👉👉republicans-science.house.gov/legislation/he… https://t.co/ugQji0LDef",0,0,0,0,housesciencegop,Twitter,https://twitter.com/housesciencegop/status/1445059949646725131,https://pbs.twimg.com/ext_tw_video_thumb/1445059857745383425/pu/img/d1hR_QboT_Dnt3kj.jpg,['https://republicans-science.house.gov/legislation/hearings/joint-investigations-oversight-and-research-technology-subcommittees-hearing'],stay tuned tomorrow joint investigations oversight research technology subcommittees hearing balancing researchsecurity open science american research enterprise10amrepublicanssciencehousegovlegislationhe,"['stay', 'tuned', 'tomorrow', 'joint', 'investigations', 'oversight', 'research', 'technology', 'subcommittees', 'hearing', 'balancing', 'researchsecurity', 'open', 'science', 'american', 'research', 'enterprise10amrepublicanssciencehousegovlegislationhe']",-1,0,False
1284,House Committee on Education and Labor,House,N/A,N/A,N/A,2021-10-04 16:12:41+00:00,"ICYMI: Infringing on the rights of parents is a concerning and growing trend among Democrats.

Read the full post and follow @EdLaborGOP on Medium. ⬇️
edlaborgop.medium.com/the-left-is-at…",0,0,0,0,edlaborgop,Twitter,https://twitter.com/EdLaborGOP/status/1445059309524725762,,['https://edlaborgop.medium.com/the-left-is-attacking-parents-rights-9b0cd02dc4d7'],icymi infringing rights parents concerning growing trend among democratsread full post follow medium edlaborgopmediumcomtheleftisat,"['icymi', 'infringing', 'rights', 'parents', 'concerning', 'growing', 'trend', 'among', 'democratsread', 'full', 'post', 'follow', 'medium', 'edlaborgopmediumcomtheleftisat']",24,0,False
1285,House Committee on Education and Labor,House,N/A,N/A,N/A,2021-10-04 16:08:05+00:00,"Targeting parents trying to protect their kids from the left's indoctrination is a new low. 

Read @dcexaminer’s article 👇
washingtonexaminer.com/opinion/editor…",0,1,2,0,edlaborgop,Twitter,https://twitter.com/EdLaborGOP/status/1445058151624192001,,['https://www.washingtonexaminer.com/opinion/editorials/biden-must-reject-using-the-patriot-act-to-suppress-angry-parents-opinions'],targeting parents trying protect kids lefts indoctrination new low read article washingtonexaminercomopinioneditor,"['targeting', 'parents', 'trying', 'protect', 'kids', 'lefts', 'indoctrination', 'new', 'low', 'read', 'article', 'washingtonexaminercomopinioneditor']",24,3,False
1286,House Committee on Financial Services,House,N/A,N/A,N/A,2021-10-04 16:02:35+00:00,#ICYMI: Chairwoman @RepMaxineWaters' statement on the confirmation of Rohit Chopra as Director of the Consumer Financial Protection Bureau (@CFPB ). Check out her statement &amp; other Cmte activities in our weekly roundup. | go.usa.gov/xMdRN https://t.co/7SxYPBi513,1,3,5,0,fscdems,Twitter,https://twitter.com/FSCDems/status/1445056764299333639,https://pbs.twimg.com/media/FA3e87SXoAASo2m?format=jpg&name=small,['https://go.usa.gov/xMdRN'],icymi chairwoman statement confirmation rohit chopra director consumer financial protection bureau check statement cmte activities weekly roundup gousagovxmdrn,"['icymi', 'chairwoman', 'statement', 'confirmation', 'rohit', 'chopra', 'director', 'consumer', 'financial', 'protection', 'bureau', 'check', 'statement', 'cmte', 'activities', 'weekly', 'roundup', 'gousagovxmdrn']",-1,9,False
1287,House Committee on Energy and Commerce,House,N/A,N/A,N/A,2021-10-04 15:57:37+00:00,"Far-left climate groups are urging @POTUS to advance economic and environmental policies to the benefit of the CCP – while turning a blind eye to China’s human rights abuses &amp; dominant contribution to global greenhouse gas emissions. 
 
This is unacceptable. READ our letter: https://t.co/GNefn0gvFk",9,10,15,1,housecommerce,Twitter,https://twitter.com/HouseCommerce/status/1445055516363870219,https://pbs.twimg.com/media/FA3eMgfXIAMdljd?format=jpg&name=small,[],farleft climate groups urging advance economic environmental policies benefit ccp turning blind eye chinas human rights abuses dominant contribution global greenhouse gas emissions unacceptable read letter,"['farleft', 'climate', 'groups', 'urging', 'advance', 'economic', 'environmental', 'policies', 'benefit', 'ccp', 'turning', 'blind', 'eye', 'chinas', 'human', 'rights', 'abuses', 'dominant', 'contribution', 'global', 'greenhouse', 'gas', 'emissions', 'unacceptable', 'read', 'letter']",16,35,False
