,name,chamber,party,state,district,date,content,replyCount,retweetCount,likeCount,quoteCount,handle,platform,url,photos,news,text,toke,topic,enga,engaSum
365,Betty McCollum,House,Democrat,MN,4,2021-05-19 12:46:33.000000,"For me it comes down to this: What did I want for my children when they were born? What did my parents want for me? They wanted me to have peace, security, good health, and opportunity. That’s what every parent wants for their child. If we can all focus on that as common ground, we should be able to move forward together.

How will we stop the cycle of violence when Palestinian children are not only witness to their parents being searched and humiliated, but children are being taken and detained themselves? And Israeli children grow up witnessing it, too? It creates another generation of violence.

Whether it’s in my country or Israel, when I see a human rights violation committed – I have an obligation, if I want a more just and more peaceful world for the future – to speak out on it.

I joined Tommy Vietor on Pod Save the World to discuss my bill, H.R. 2590, the violence in Gaza, and the need to end Israeli occupation in order to create the conditions for lasting peace.

CROOKED.COM
Time to call for a ceasefire in Gaza | Crooked Media",28,22,144,0,repbettymccollum,Facebook,https://facebook.com/repbettymccollum/posts/3959054284149907,,https://crooked.com/podcast/time-to-call-for-a-ceasefire-in-gaza/,comes want children born parents want wanted peace security good health opportunity thats every parent wants child focus common ground able move forward togetherhow stop cycle violence palestinian children witness parents searched humiliated children taken detained israeli children grow witnessing creates another generation violencewhether country israel see human rights violation committed obligation want peaceful world future speak iti joined tommy vietor pod save world discuss bill hr violence gaza need end israeli occupation order create conditions lasting peacecrookedcomtime call ceasefire gaza crooked media,"['comes', 'want', 'children', 'born', 'parents', 'want', 'wanted', 'peace', 'security', 'good', 'health', 'opportunity', 'thats', 'every', 'parent', 'wants', 'child', 'focus', 'common', 'ground', 'able', 'move', 'forward', 'togetherhow', 'stop', 'cycle', 'violence', 'palestinian', 'children', 'witness', 'parents', 'searched', 'humiliated', 'children', 'taken', 'detained', 'israeli', 'children', 'grow', 'witnessing', 'creates', 'another', 'generation', 'violencewhether', 'country', 'israel', 'see', 'human', 'rights', 'violation', 'committed', 'obligation', 'want', 'peaceful', 'world', 'future', 'speak', 'iti', 'joined', 'tommy', 'vietor', 'pod', 'save', 'world', 'discuss', 'bill', 'hr', 'violence', 'gaza', 'need', 'end', 'israeli', 'occupation', 'order', 'create', 'conditions', 'lasting', 'peacecrookedcomtime', 'call', 'ceasefire', 'gaza', 'crooked', 'media']",27,194,5149
238,"Robert P. Casey, Jr.",Senate,Democrat,PA,,2021-05-19 12:59:33.000000,"Only 20% of American workers have access to paid leave.

That is unacceptable, especially in the wealthiest country on Earth.",78,0,114,0,SenatorBobCasey,Facebook,https://facebook.com/SenatorBobCasey/videos/1412522532459135,,,american workers access paid leavethat unacceptable especially wealthiest country earth,"['american', 'workers', 'access', 'paid', 'leavethat', 'unacceptable', 'especially', 'wealthiest', 'country', 'earth']",07,192,50237
354,Debbie Lesko,House,Republican,AZ,8,2021-05-19 13:47:24.000000,"🚨The Biden Administration is planning on waiving sanctions on a Putin ally building the Nord Stream 2 Pipeline after shutting down the Keystone XL Pipeline in the U.S. This is the real Russian collusion that threatens our global and national security.
https://www.politico.com/news/2021/05/18/biden-sanctions-nord-stream-pipeline-489437

POLITICO.COM
Biden administration to waive sanctions for head of Nord Stream 2 pipeline",43,96,53,0,RepDebbieLesko,Facebook,https://facebook.com/RepDebbieLesko/posts/1383581552012698,,https://www.politico.com/news/2021/05/18/biden-sanctions-nord-stream-pipeline-489437,biden administration planning waiving sanctions putin ally building nord stream pipeline shutting keystone xl pipeline us real russian collusion threatens global national securitypoliticocombiden administration waive sanctions head nord stream pipeline,"['biden', 'administration', 'planning', 'waiving', 'sanctions', 'putin', 'ally', 'building', 'nord', 'stream', 'pipeline', 'shutting', 'keystone', 'xl', 'pipeline', 'us', 'real', 'russian', 'collusion', 'threatens', 'global', 'national', 'securitypoliticocombiden', 'administration', 'waive', 'sanctions', 'head', 'nord', 'stream', 'pipeline']",01,192,13764
312,Barbara Lee,House,Democrat,CA,13,2021-05-19 17:24:36.000000,"My prayers are with the loved ones of Paul Mooney – great comedian, Oaklander and a cultural force who always spoke truth to power. I had the privilege to meet him back in the day. He was a good friend to many including my friend Roscoe Dellums, who knew Paul since the 7th grade. His smile, his wit, and his courage were infectious. We send our heartfelt condolences and love to his family.

https://www.kqed.org/arts/13897414/pioneering-comic-paul-mooney-dies-in-oakland-at-79

KQED.ORG
Pioneering Comedian Paul Mooney Dies in Oakland at 79 | KQED",23,42,125,0,RepBarbaraLee,Facebook,https://facebook.com/RepBarbaraLee/posts/10158760561757787,,https://www.kqed.org/arts/13897414/pioneering-comic-paul-mooney-dies-in-oakland-at-79,prayers loved ones paul mooney great comedian oaklander cultural force always spoke truth power privilege meet back day good friend many including friend roscoe dellums knew paul since 7th grade smile wit courage infectious send heartfelt condolences love familykqedorgpioneering comedian paul mooney dies oakland kqed,"['prayers', 'loved', 'ones', 'paul', 'mooney', 'great', 'comedian', 'oaklander', 'cultural', 'force', 'always', 'spoke', 'truth', 'power', 'privilege', 'meet', 'back', 'day', 'good', 'friend', 'many', 'including', 'friend', 'roscoe', 'dellums', 'knew', 'paul', 'since', '7th', 'grade', 'smile', 'wit', 'courage', 'infectious', 'send', 'heartfelt', 'condolences', 'love', 'familykqedorgpioneering', 'comedian', 'paul', 'mooney', 'dies', 'oakland', 'kqed']",15,190,2621
398,Mo Brooks,House,Republican,AL,5,2021-05-19 09:16:44.000000,"Would this have happened if Amazon’s Bessemer employees had voted to unionize?

AL.COM
Amazon to bring fulfillment center to Huntsville, create 500 jobs",19,18,145,0,RepMoBrooks,Facebook,https://facebook.com/RepMoBrooks/posts/3930819820299979,,https://www.al.com/news/2021/05/amazon-to-bring-fulfillment-center-to-huntsville-create-500-jobs.html,would happened amazons bessemer employees voted unionizealcomamazon bring fulfillment center huntsville create jobs,"['would', 'happened', 'amazons', 'bessemer', 'employees', 'voted', 'unionizealcomamazon', 'bring', 'fulfillment', 'center', 'huntsville', 'create', 'jobs']",12,182,3059
241,Mitch McConnell,Senate,Republican,KY,,2021-05-19 12:56:09.000000,no text,135,0,43,0,mitchmcconnell,Facebook,https://facebook.com/mitchmcconnell/posts/4124627434242583,,,text,['text'],06,178,18064
329,Jim Cooper,House,Democrat,TN,5,2021-05-19 15:49:12.000000,"This bill is unconstitutional, cruel, and takes Tennessee backward. https://apnews.com/article/tn-state-wire-tennessee-bills-business-lifestyle-1ab90b87d71e13f1044e489ad306e3bc

APNEWS.COM
Tennessee gov signs transgender 'bathroom bill' for schools",92,16,67,0,JimCooper,Facebook,https://facebook.com/JimCooper/posts/10159405173151392,,https://apnews.com/article/tn-state-wire-tennessee-bills-business-lifestyle-1ab90b87d71e13f1044e489ad306e3bc,bill unconstitutional cruel takes tennessee backward apnewscomtennessee gov signs transgender bathroom bill schools,"['bill', 'unconstitutional', 'cruel', 'takes', 'tennessee', 'backward', 'apnewscomtennessee', 'gov', 'signs', 'transgender', 'bathroom', 'bill', 'schools']",20,175,1923
405,Cathy McMorris Rodgers,House,Republican,WA,5,2021-05-18 21:39:12.000000,"In March, I asked Facebook CEO Mark Zuckerberg if he acknowledged a connection between children's declining mental health and social media platforms.

His response? ""I don't think that the research is conclusive on that.”

Researchers disagree. Parents and children in Eastern Washington deserve better. READ MORE:

NPR.ORG
Facebook Calls Links To Depression Inconclusive. These Researchers Disagree",52,15,108,0,mcmorrisrodgers,Facebook,https://facebook.com/mcmorrisrodgers/posts/10159455766429772,,https://www.npr.org/2021/05/18/990234501/facebook-calls-links-to-depression-inconclusive-these-researchers-disagree,march asked facebook ceo mark zuckerberg acknowledged connection childrens declining mental health social media platformshis response dont think research conclusive thatresearchers disagree parents children eastern washington deserve better read morenprorgfacebook calls links depression inconclusive researchers disagree,"['march', 'asked', 'facebook', 'ceo', 'mark', 'zuckerberg', 'acknowledged', 'connection', 'childrens', 'declining', 'mental', 'health', 'social', 'media', 'platformshis', 'response', 'dont', 'think', 'research', 'conclusive', 'thatresearchers', 'disagree', 'parents', 'children', 'eastern', 'washington', 'deserve', 'better', 'read', 'morenprorgfacebook', 'calls', 'links', 'depression', 'inconclusive', 'researchers', 'disagree']",10,175,3339
197,Todd Young,Senate,Republican,IN,,2021-05-19 15:00:25.000000,"ICYMI: I wrote to @SecCardona urging the Biden Administration to scrap guidelines supporting the inaccurate and flawed 1619 Project in favor of the real history behind the foundations of American democracy.

YOUNG.SENATE.GOV
U.S. Senator Todd Young of Indiana",110,5,59,0,SenatorToddYoung,Facebook,https://facebook.com/SenatorToddYoung/posts/6146364255388987,,https://www.young.senate.gov/download/05/18/2021/letter,icymi wrote urging biden administration scrap guidelines supporting inaccurate flawed project favor real history behind foundations american democracyyoungsenategovus senator todd young indiana,"['icymi', 'wrote', 'urging', 'biden', 'administration', 'scrap', 'guidelines', 'supporting', 'inaccurate', 'flawed', 'project', 'favor', 'real', 'history', 'behind', 'foundations', 'american', 'democracyyoungsenategovus', 'senator', 'todd', 'young', 'indiana']",22,174,31386
397,Cathy McMorris Rodgers,House,Republican,WA,5,2021-05-19 09:22:21.000000,"This week, I was honored to receive the American Association of Senior Citizens Legislator of the Month Award for my work on the Lower Costs, More Cures Act. It was so great to see Chairman Jim Martin and President Saul Anuzis with the 60 Plus Association in person again and discuss how we can drive down the cost of life-saving medications for families and individuals in Eastern Washington.",24,0,147,0,mcmorrisrodgers,Facebook,https://facebook.com/mcmorrisrodgers/posts/10159456580609772,https://scontent-iad3-2.xx.fbcdn.net/v/t1.6435-9/fr/cp0/e15/q65/188556342_10159456578049772_7676407380273541697_n.jpg?_nc_cat=111&ccb=1-3&_nc_sid=8024bb&_nc_ohc=kp4qvgx-t_0AX_x4aPi&_nc_ht=scontent-iad3-2.xx&tp=14&oh=1415c37c19890c251b4da1a705a65886&oe=60C9C103,,week honored receive american association senior citizens legislator month award work lower costs cures act great see chairman jim martin president saul anuzis plus association person discuss drive cost lifesaving medications families individuals eastern washington,"['week', 'honored', 'receive', 'american', 'association', 'senior', 'citizens', 'legislator', 'month', 'award', 'work', 'lower', 'costs', 'cures', 'act', 'great', 'see', 'chairman', 'jim', 'martin', 'president', 'saul', 'anuzis', 'plus', 'association', 'person', 'discuss', 'drive', 'cost', 'lifesaving', 'medications', 'families', 'individuals', 'eastern', 'washington']",13,171,5024
351,Sam Graves,House,Republican,MO,6,2021-05-19 14:00:16.000000,"We need real solutions for fixing real infrastructure—like our roads and bridges.

I introduced the STARTER Act 2.0 today to get that done.

GRAVES.HOUSE.GOV
Graves Introduces the STARTER Act 2.0 – an Investment in Roads, Bridges, Transit, and Highway Safety",21,14,134,0,118514606128,Facebook,https://facebook.com/118514606128/posts/10157976419526129,,https://graves.house.gov/media-center/press-releases/graves-introduces-starter-act-20-investment-roads-bridges-transit-and,need real solutions fixing real infrastructurelike roads bridgesi introduced starter act today get donegraveshousegovgraves introduces starter act investment roads bridges transit highway safety,"['need', 'real', 'solutions', 'fixing', 'real', 'infrastructurelike', 'roads', 'bridgesi', 'introduced', 'starter', 'act', 'today', 'get', 'donegraveshousegovgraves', 'introduces', 'starter', 'act', 'investment', 'roads', 'bridges', 'transit', 'highway', 'safety']",08,169,2547
